ds,sales,sale_1,sale_2,sale_3,promo_1,promo_2,promo_3,promo_4,fd
2017/4/26,"1,160,226",0,0,0,0,0,0,0,0
2017/4/27,"901,240",0,0,0,0,0,0,0,0
2017/4/28,"1,020,836",0,0,0,0,0,0,0,0
2017/4/29,"995,341",0,0,0,0,0,0,0,0
2017/4/30,"1,028,869",0,0,0,0,0,0,0,0
2017/5/1,"941,064",0,0,0,0,0,0,0,0
2017/5/2,"928,958",0,0,0,0,0,0,0,0
2017/5/3,"872,201",0,0,0,0,0,0,0,0
2017/5/4,"1,016,863",0,0,0,0,0,0,0,0
2017/5/5,"1,030,880",0,0,0,0,0,0,0,0
2017/5/6,"834,825",0,0,0,0,0,0,0,0
2017/5/7,"869,960",0,0,0,0,0,0,0,0
2017/5/8,"710,726",0,0,0,0,0,0,0,0
2017/5/9,"4,061,088",1,0,0,0,0,0,0,1
2017/5/10,"2,572,139",1,0,0,0,0,0,0,0
2017/5/11,"1,475,558",1,0,0,0,0,0,0,0
2017/5/12,"1,394,331",1,0,0,0,0,0,0,0
2017/5/13,"1,116,373",1,0,0,0,0,0,0,0
2017/5/14,"1,350,395",1,0,0,0,0,0,0,0
2017/5/15,"1,214,866",1,0,0,0,0,0,0,0
2017/5/16,"2,158,621",1,1,0,0,0,0,0,1
2017/5/17,"1,675,236",1,1,0,0,0,0,0,0
2017/5/18,"1,219,536",1,1,0,0,0,0,0,0
2017/5/19,"1,269,369",1,1,0,0,0,0,0,0
2017/5/20,"1,103,649",1,1,0,0,0,0,0,0
2017/5/21,"1,121,410",1,1,0,0,0,0,0,0
2017/5/22,"1,339,260",1,1,0,0,0,0,0,0
2017/5/23,"1,717,717",1,1,1,0,0,0,0,0
2017/5/24,"1,835,242",1,1,1,0,0,0,0,0
2017/5/25,"1,721,184",1,1,1,0,0,0,0,0
2017/5/26,"1,393,089",1,1,1,0,0,0,0,0
2017/5/27,"1,201,208",1,1,1,0,0,0,0,0
2017/5/28,"1,183,915",1,1,1,0,0,0,0,0
2017/5/29,"1,017,470",1,1,1,0,0,0,0,0
2017/5/30,"917,762",1,1,1,0,0,0,0,0
2017/5/31,"1,302,887",1,1,1,0,0,0,0,0
2017/6/1,"1,258,370",1,1,1,0,0,0,0,0
2017/6/2,"1,249,825",1,1,1,0,0,0,0,0
2017/6/3,"1,046,863",1,1,1,0,0,0,0,0
2017/6/4,"979,022",1,1,1,0,0,0,0,0
2017/6/5,"1,061,343",1,1,1,0,0,0,0,0
2017/6/6,"1,236,386",1,1,1,0,0,0,0,0
2017/6/7,"1,191,432",1,1,1,0,0,0,0,0
2017/6/8,"989,287",1,1,1,0,0,0,0,0
2017/6/9,"1,152,814",1,1,1,0,0,0,0,0
2017/6/10,"1,188,098",1,1,1,0,0,0,0,0
2017/6/11,"1,089,458",1,1,1,0,0,0,0,0
2017/6/12,"1,722,052",1,1,1,0,0,0,0,0
2017/6/13,"2,004,929",1,1,1,0,0,0,0,0
2017/6/14,"1,770,545",1,1,1,0,0,0,0,0
2017/6/15,"1,837,133",1,1,1,0,0,0,0,0
2017/6/16,"2,344,056",1,1,1,0,0,0,0,0
2017/6/17,"1,753,326",1,1,1,0,0,0,0,0
2017/6/18,"1,546,251",1,1,1,0,0,0,0,0
2017/6/19,"1,505,831",1,1,1,0,0,0,0,0
2017/6/20,"1,509,914",1,1,1,0,0,0,0,0
2017/6/21,"1,565,289",1,1,1,0,0,0,0,0
2017/6/22,"1,672,281",1,1,1,0,0,0,0,0
2017/6/23,"1,775,304",1,1,1,0,0,0,0,0
2017/6/24,"1,427,884",1,1,1,0,0,0,0,0
2017/6/25,"1,579,604",1,1,1,0,0,0,0,0
2017/6/26,"1,339,578",1,1,1,0,0,0,0,0
2017/6/27,"1,447,773",1,1,1,0,0,0,0,0
2017/6/28,"1,488,101",1,1,1,0,0,0,0,0
2017/6/29,"1,426,979",1,1,1,0,0,0,0,0
2017/6/30,"2,008,857",1,1,1,0,0,0,0,0
2017/7/1,"2,310,942",1,1,1,0,0,0,0,0
2017/7/2,"1,954,896",1,1,1,0,0,0,0,0
2017/7/3,"1,467,292",1,1,1,0,0,0,0,0
2017/7/4,"1,802,442",1,1,1,0,0,0,0,0
2017/7/5,"1,931,897",1,1,1,0,0,0,0,0
2017/7/6,"1,673,201",1,1,1,0,0,0,0,0
2017/7/7,"1,571,745",1,1,1,0,0,0,0,0
2017/7/8,"1,376,647",1,1,1,0,0,0,0,0
2017/7/9,"1,084,875",1,1,1,0,0,0,0,0
2017/7/10,"5,600,845",1,1,1,1,0,0,0,1
2017/7/11,"4,422,465",1,1,1,1,0,0,0,0
2017/7/12,"3,592,535",1,1,1,1,0,0,0,0
2017/7/13,"2,684,018",1,1,1,1,0,0,0,0
2017/7/14,"2,744,206",1,1,1,1,0,0,0,0
2017/7/15,"2,321,339",1,1,1,1,0,0,0,0
2017/7/16,"1,143,057",1,1,1,0,0,0,0,0
2017/7/17,"984,952",1,1,1,0,0,0,0,0
2017/7/18,"794,196",1,1,1,0,0,0,0,0
2017/7/19,"1,026,068",1,1,1,0,0,0,0,0
2017/7/20,"1,265,906",1,1,1,0,0,0,0,0
2017/7/21,"971,854",1,1,1,0,0,0,0,0
2017/7/22,"878,763",1,1,1,0,0,0,0,0
2017/7/23,"946,875",1,1,1,0,0,0,0,0
2017/7/24,"1,162,542",1,1,1,0,0,0,0,0
2017/7/25,"1,349,128",1,1,1,0,0,0,0,0
2017/7/26,"1,139,207",1,1,1,0,0,0,0,0
2017/7/27,"1,191,677",1,1,1,0,0,0,0,0
2017/7/28,"1,294,629",1,1,1,0,0,0,0,0
2017/7/29,"1,507,600",1,1,1,0,0,0,0,0
2017/7/30,"853,375",1,1,1,0,0,0,0,0
2017/7/31,"1,247,192",1,1,1,0,0,0,0,0
2017/8/1,"1,212,371",0,0,0,0,0,0,0,0
2017/8/2,"1,098,586",0,0,0,0,0,0,0,0
2017/8/3,"1,109,523",0,0,0,0,0,0,0,0
2017/8/4,"998,688",0,0,0,0,0,0,0,0
2017/8/5,"1,010,082",0,0,0,0,0,0,0,0
2017/8/6,"1,055,213",0,0,0,0,0,0,0,0
2017/8/7,"962,750",0,0,0,0,0,0,0,0
2017/8/8,"971,129",0,0,0,0,0,0,0,0
2017/8/9,"1,021,293",0,0,0,0,0,0,0,0
2017/8/10,"896,562",0,0,0,0,0,0,0,0
2017/8/11,"1,226,599",0,0,0,0,0,0,0,0
2017/8/12,"1,076,450",0,0,0,0,0,0,0,0
2017/8/13,"845,363",0,0,0,0,0,0,0,0
2017/8/14,"890,477",0,0,0,0,0,0,0,0
2017/8/15,"933,202",0,0,0,0,0,0,0,0
2017/8/16,"1,008,942",0,0,0,0,0,0,0,0
2017/8/17,"916,027",0,0,0,0,0,0,0,0
2017/8/18,"1,178,029",0,0,0,0,0,0,0,0
2017/8/19,"1,171,087",0,0,0,0,0,0,0,0
2017/8/20,"1,150,356",0,0,0,0,0,0,0,0
2017/8/21,"1,099,723",0,0,0,0,0,0,0,0
2017/8/22,"1,249,226",0,0,0,0,0,0,0,0
2017/8/23,"1,331,622",0,0,0,0,0,0,0,0
2017/8/24,"1,100,717",0,0,0,0,0,0,0,0
2017/8/25,"1,283,261",0,0,0,0,0,0,0,0
2017/8/26,"1,591,568",0,0,0,0,0,0,0,0
2017/8/27,"788,306",0,0,0,0,0,0,0,0
2017/8/28,"1,006,001",0,0,0,0,0,0,0,0
2017/8/29,"774,394",0,0,0,0,0,0,0,0
2017/8/30,"1,120,821",0,0,0,0,0,0,0,0
2017/8/31,"1,183,362",0,0,0,0,0,0,0,0
2017/9/1,"1,393,157",0,0,0,0,0,0,0,0
2017/9/2,"1,155,212",0,0,0,0,0,0,0,0
2017/9/3,"1,174,320",0,0,0,0,0,0,0,0
2017/9/4,"1,185,821",0,0,0,0,0,0,0,0
2017/9/5,"1,150,927",0,0,0,0,0,0,0,0
2017/9/6,"1,382,088",0,0,0,0,0,0,0,0
2017/9/7,"1,764,615",0,0,0,0,0,0,0,0
2017/9/8,"1,254,375",0,0,0,0,0,0,0,0
2017/9/9,"1,103,793",0,0,0,0,0,0,0,0
2017/9/10,"1,074,925",0,0,0,0,0,0,0,0
2017/9/11,"1,429,868",0,0,0,0,0,0,0,0
2017/9/12,"966,560",0,0,0,0,0,0,0,0
2017/9/13,"1,403,678",0,0,0,0,0,0,0,0
2017/9/14,"1,305,100",0,0,0,0,0,0,0,0
2017/9/15,"1,763,230",0,0,0,0,0,0,0,0
2017/9/16,"1,363,318",0,0,0,0,0,0,0,0
2017/9/17,"1,391,122",0,0,0,0,0,0,0,0
2017/9/18,"1,506,950",0,0,0,0,0,0,0,0
2017/9/19,"1,464,668",0,0,0,0,0,0,0,0
2017/9/20,"1,530,984",0,0,0,0,0,0,0,0
2017/9/21,"2,195,776",0,0,0,0,0,0,0,0
2017/9/22,"1,364,822",0,0,0,0,0,0,0,0
2017/9/23,"1,522,701",0,0,0,0,0,0,0,0
2017/9/24,"1,275,033",0,0,0,0,0,0,0,0
2017/9/25,"1,451,805",0,0,0,0,0,0,0,0
2017/9/26,"1,518,745",0,0,0,0,0,0,0,0
2017/9/27,"1,249,007",0,0,0,0,0,0,0,0
2017/9/28,"1,267,312",0,0,0,0,0,0,0,0
2017/9/29,"1,173,748",0,0,0,0,0,0,0,0
2017/9/30,"1,456,760",0,0,0,0,0,0,0,0
2017/10/1,"1,631,684",0,0,0,0,0,0,0,0
2017/10/2,"1,580,945",0,0,0,0,0,0,0,0
2017/10/3,"1,235,581",0,0,0,0,0,0,0,0
2017/10/4,"1,052,648",0,0,0,0,0,0,0,0
2017/10/5,"1,202,454",0,0,0,0,0,0,0,0
2017/10/6,"1,043,568",0,0,0,0,0,0,0,0
2017/10/7,"1,539,671",0,0,0,0,0,0,0,0
2017/10/8,"935,670",0,0,0,0,0,0,0,0
2017/10/9,"1,103,982",0,0,0,0,0,0,0,0
2017/10/10,"1,621,116",0,0,0,0,0,0,0,0
2017/10/11,"1,191,146",0,0,0,0,0,0,0,0
2017/10/12,"1,375,665",0,0,0,0,0,0,0,0
2017/10/13,"1,608,748",0,0,0,0,0,0,0,0
2017/10/14,"1,194,068",0,0,0,0,0,0,0,0
2017/10/15,"1,240,079",0,0,0,0,0,0,0,0
2017/10/16,"1,441,514",0,0,0,0,0,0,0,0
2017/10/17,"1,241,591",0,0,0,0,0,0,0,0
2017/10/18,"1,087,751",0,0,0,0,0,0,0,0
2017/10/19,"1,631,700",0,0,0,0,0,0,0,0
2017/10/20,"1,571,724",0,0,0,0,0,0,0,0
2017/10/21,"1,652,698",0,0,0,0,0,0,0,0
2017/10/22,"1,144,281",0,0,0,0,0,0,0,0
2017/10/23,"1,293,638",0,0,0,0,0,0,0,0
2017/10/24,"1,583,749",0,0,0,0,0,0,0,0
2017/10/25,"1,514,052",0,0,0,0,0,0,0,0
2017/10/26,"1,304,272",0,0,0,0,0,0,0,0
2017/10/27,"1,171,636",0,0,0,0,0,0,0,0
2017/10/28,"1,232,870",0,0,0,0,0,0,0,0
2017/10/29,"1,421,477",0,0,0,0,0,0,0,0
2017/10/30,"1,207,458",0,0,0,0,0,0,0,0
2017/10/31,"1,521,498",0,0,0,0,0,0,0,0
2017/11/1,"1,394,112",0,0,0,0,0,0,0,0
2017/11/2,"1,213,834",0,0,0,0,0,0,0,0
2017/11/3,"1,524,792",0,0,0,0,0,0,0,0
2017/11/4,"1,008,062",0,0,0,0,0,0,0,0
2017/11/5,"1,211,900",0,0,0,0,0,0,0,0
2017/11/6,"1,149,245",0,0,0,0,0,0,0,0
2017/11/7,"1,082,757",0,0,0,0,0,0,0,0
2017/11/8,"929,148",0,0,0,0,0,0,0,0
2017/11/9,"1,236,380",0,0,0,0,0,0,0,0
2017/11/10,"1,415,256",0,0,0,0,0,0,0,0
2017/11/11,"956,514",0,0,0,0,0,0,0,0
2017/11/12,"1,157,557",0,0,0,0,0,0,0,0
2017/11/13,"5,584,254",1,0,0,0,0,0,0,1
2017/11/14,"2,754,865",1,0,0,0,0,0,0,0
2017/11/15,"2,195,064",1,0,0,0,0,0,0,0
2017/11/16,"1,929,398",1,0,0,0,0,0,0,0
2017/11/17,"3,857,043",1,0,0,0,0,0,0,0
2017/11/18,"2,609,897",1,0,0,0,0,0,0,0
2017/11/19,"2,873,275",1,0,0,0,0,0,0,0
2017/11/20,"2,501,826",1,1,0,0,0,0,0,0
2017/11/21,"3,602,181",1,1,0,0,0,0,0,0
2017/11/22,"4,240,825",1,1,0,0,0,0,0,0
2017/11/23,"4,986,944",1,1,0,0,0,1,0,0
2017/11/24,"7,306,053",1,1,0,0,0,1,0,1
2017/11/25,"3,932,793",1,1,0,0,0,1,0,0
2017/11/26,"2,203,172",1,1,0,0,0,0,0,0
2017/11/27,"2,323,503",1,1,1,0,0,0,0,0
2017/11/28,"2,051,696",1,1,1,0,0,0,0,0
2017/11/29,"1,614,941",1,1,1,0,0,0,0,0
2017/11/30,"1,967,808",1,1,1,0,0,0,0,0
2017/12/1,"2,671,240",1,1,1,0,0,0,0,0
2017/12/2,"2,448,670",1,1,1,0,0,0,0,0
2017/12/3,"2,351,056",1,1,1,0,0,0,0,0
2017/12/4,"2,196,726",1,1,1,0,0,0,0,0
2017/12/5,"2,075,644",1,1,1,0,0,0,0,0
2017/12/6,"2,043,761",1,1,1,0,0,0,0,0
2017/12/7,"1,876,604",1,1,1,0,0,0,0,0
2017/12/8,"2,037,615",1,1,1,0,0,0,0,0
2017/12/9,"1,966,949",1,1,1,0,0,0,0,0
2017/12/10,"2,094,756",1,1,1,0,0,0,0,0
2017/12/11,"2,112,982",1,1,1,0,0,0,0,0
2017/12/12,"2,201,566",1,1,1,0,0,0,0,0
2017/12/13,"2,348,946",1,1,1,0,0,0,0,0
2017/12/14,"2,349,384",1,1,1,0,0,0,0,0
2017/12/15,"2,003,209",1,1,1,0,0,0,0,0
2017/12/16,"1,986,830",1,1,1,0,0,0,0,0
2017/12/17,"1,959,241",1,1,1,0,0,0,0,0
2017/12/18,"1,854,712",1,1,1,0,0,0,0,0
2017/12/19,"1,970,882",1,1,1,0,0,0,0,0
2017/12/20,"2,350,401",1,1,1,0,0,0,0,0
2017/12/21,"2,440,622",1,1,1,0,0,0,0,0
2017/12/22,"2,166,704",1,1,1,0,0,0,0,0
2017/12/23,"1,864,064",1,1,1,0,0,0,0,0
2017/12/24,"1,862,662",1,1,1,0,0,0,0,0
2017/12/25,"1,767,081",1,1,1,0,0,0,0,0
2017/12/26,"2,027,633",1,1,1,0,0,0,0,0
2017/12/27,"1,906,225",1,1,1,0,0,0,0,0
2017/12/28,"1,892,805",1,1,1,0,0,0,0,0
2017/12/29,"1,897,687",1,1,1,0,0,0,0,0
2017/12/30,"1,354,210",1,1,1,0,0,0,0,0
2017/12/31,"1,387,957",1,1,1,0,0,0,0,0
2018/1/1,"1,694,388",1,1,1,0,0,0,0,0
2018/1/2,"1,910,741",1,1,1,0,0,0,0,0
2018/1/3,"2,779,165",1,1,1,0,0,0,0,0
2018/1/4,"2,500,091",1,1,1,0,0,0,0,0
2018/1/5,"3,006,369",1,1,1,0,0,0,0,0
2018/1/6,"2,558,172",1,1,1,0,0,0,0,0
2018/1/7,"2,139,355",1,1,1,0,0,0,0,0
2018/1/8,"13,199,112",1,1,1,0,0,1,0,1
2018/1/9,"6,599,658",1,1,1,0,0,1,0,0
2018/1/10,"5,666,201",1,1,1,0,0,1,0,0
2018/1/11,"4,826,864",1,1,1,0,0,1,0,0
2018/1/12,"4,867,192",1,1,1,0,0,1,0,0
2018/1/13,"4,414,717",1,1,1,0,0,1,0,0
2018/1/14,"1,102,012",1,1,1,0,0,0,0,0
2018/1/15,"1,582,209",1,1,1,0,0,0,0,0
2018/1/16,"2,041,396",1,1,1,0,0,0,0,0
2018/1/17,"1,970,753",1,1,1,0,0,0,0,0
2018/1/18,"1,968,743",1,1,1,0,0,0,0,0
2018/1/19,"1,755,191",1,1,1,0,0,0,0,0
2018/1/20,"1,919,998",1,1,1,0,0,0,0,0
2018/1/21,"1,565,543",1,1,1,0,0,0,0,0
2018/1/22,"2,028,142",1,1,1,0,0,0,0,0
2018/1/23,"1,980,342",1,1,1,0,0,0,0,0
2018/1/24,"1,821,639",1,1,1,0,0,0,0,0
2018/1/25,"2,072,458",1,1,1,0,0,0,0,0
2018/1/26,"1,980,234",1,1,1,0,0,0,0,0
2018/1/27,"1,789,737",1,1,1,0,0,0,0,0
2018/1/28,"1,945,751",1,1,1,0,0,0,0,0
2018/1/29,"1,908,206",1,1,1,0,0,0,0,0
2018/1/30,"1,838,249",1,1,1,0,0,0,0,0
2018/1/31,"2,143,293",1,1,1,0,0,0,0,0
2018/2/1,"1,682,013",0,0,0,0,0,0,0,0
2018/2/2,"1,727,016",0,0,0,0,0,0,0,0
2018/2/3,"1,476,245",0,0,0,0,0,0,0,0
2018/2/4,"1,863,079",0,0,0,0,0,0,0,0
2018/2/5,"1,698,988",0,0,0,0,0,0,0,0
2018/2/6,"1,808,745",0,0,0,0,0,0,0,0
2018/2/7,"1,727,833",0,0,0,0,0,0,0,0
2018/2/8,"1,530,373",0,0,0,0,0,0,0,0
2018/2/9,"2,119,924",0,0,0,0,0,0,0,0
2018/2/10,"1,694,569",0,0,0,0,0,0,0,0
2018/2/11,"1,391,338",0,0,0,0,0,0,0,0
2018/2/12,"1,486,961",0,0,0,0,0,0,0,0
2018/2/13,"1,497,631",0,0,0,0,0,0,0,0
2018/2/14,"1,568,125",0,0,0,0,0,0,0,0
2018/2/15,"1,814,457",0,0,0,0,0,0,0,0
2018/2/16,"2,222,595",0,0,0,0,0,0,0,0
2018/2/17,"1,855,883",0,0,0,0,0,0,0,0
2018/2/18,"1,731,252",0,0,0,0,0,0,0,0
2018/2/19,"1,793,868",0,0,0,0,0,0,0,0
2018/2/20,"2,083,819",0,0,0,0,0,0,0,0
2018/2/21,"2,076,910",0,0,0,0,0,0,0,0
2018/2/22,"2,069,100",0,0,0,0,0,0,0,0
2018/2/23,"2,423,468",0,0,0,0,0,0,0,0
2018/2/24,"2,021,375",0,0,0,0,0,0,0,0
2018/2/25,"1,843,264",0,0,0,0,0,0,0,0
2018/2/26,"1,889,541",0,0,0,0,0,0,0,0
2018/2/27,"3,246,685",0,0,0,0,0,0,0,0
2018/2/28,"3,228,274",0,0,0,0,0,0,0,0
2018/3/1,"1,866,107",0,0,0,0,0,0,0,0
2018/3/2,"2,114,405",0,0,0,0,0,0,0,0
2018/3/3,"1,711,202",0,0,0,0,0,0,0,0
2018/3/4,"1,571,333",0,0,0,0,0,0,0,0
2018/3/5,"2,146,063",0,0,0,0,0,0,0,0
2018/3/6,"2,178,277",0,0,0,0,0,0,0,0
2018/3/7,"2,308,997",0,0,0,0,0,0,0,0
2018/3/8,"1,834,302",0,0,0,0,0,0,0,0
2018/3/9,"2,262,439",0,0,0,0,0,0,0,0
2018/3/10,"2,026,105",0,0,0,0,0,0,0,0
2018/3/11,"1,912,707",0,0,0,0,0,0,0,0
2018/3/12,"1,609,617",0,0,0,0,0,0,0,0
2018/3/13,"1,613,745",0,0,0,0,0,0,0,0
2018/3/14,"2,008,170",0,0,0,0,0,0,0,0
2018/3/15,"1,979,975",0,0,0,0,0,0,0,0
2018/3/16,"2,102,691",0,0,0,0,0,0,0,0
2018/3/17,"1,701,466",0,0,0,0,0,0,0,0
2018/3/18,"1,574,771",0,0,0,0,0,0,0,0
2018/3/19,"2,084,025",0,0,0,0,0,0,0,0
2018/3/20,"2,108,052",0,0,0,0,0,0,0,0
2018/3/21,"2,450,497",0,0,0,0,0,0,0,0
2018/3/22,"2,330,910",0,0,0,0,0,0,0,0
2018/3/23,"1,602,683",0,0,0,0,0,0,0,0
2018/3/24,"1,854,005",0,0,0,0,0,0,0,0
2018/3/25,"1,898,649",0,0,0,0,0,0,0,0
2018/3/26,"1,449,308",0,0,0,0,0,0,0,0
2018/3/27,"2,368,381",0,0,0,0,0,0,0,0
2018/3/28,"2,290,155",0,0,0,0,0,0,0,0
2018/3/29,"2,318,481",0,0,0,0,0,0,0,0
2018/3/30,"2,204,007",0,0,0,0,0,0,0,0
2018/3/31,"2,235,669",0,0,0,0,0,0,0,0
2018/4/1,"1,637,670",0,0,0,0,0,0,0,0
2018/4/2,"1,432,570",0,0,0,0,0,0,0,0
2018/4/3,"1,538,917",0,0,0,0,0,0,0,0
2018/4/4,"1,787,775",0,0,0,0,0,0,0,0
2018/4/5,"1,950,828",0,0,0,0,0,0,0,0
2018/4/6,"1,567,712",0,0,0,0,0,0,0,0
2018/4/7,"1,573,872",0,0,0,0,0,0,0,0
2018/4/8,"1,399,874",0,0,0,0,0,0,0,0
2018/4/9,"1,501,638",0,0,0,0,0,0,0,0
2018/4/10,"3,603,444",0,0,0,0,0,1,0,0
2018/4/11,"2,431,702",0,0,0,0,0,1,0,0
2018/4/12,"2,123,098",0,0,0,0,0,1,0,0
2018/4/13,"1,979,608",0,0,0,0,0,1,0,0
2018/4/14,"2,118,055",0,0,0,0,0,1,0,0
2018/4/15,"1,913,884",0,0,0,0,0,1,0,0
2018/4/16,"1,937,838",0,0,0,0,0,1,0,0
2018/4/17,"2,079,850",0,0,0,0,0,1,0,0
2018/4/18,"1,811,113",0,0,0,0,0,1,0,0
2018/4/19,"1,727,622",0,0,0,0,0,1,0,0
2018/4/20,"1,665,746",0,0,0,0,0,1,0,0
2018/4/21,"1,530,870",0,0,0,0,0,1,0,0
2018/4/22,"1,175,188",0,0,0,0,0,1,0,0
2018/4/23,"1,925,528",0,0,0,0,0,1,0,0
2018/4/24,"1,961,278",0,0,0,0,0,1,0,0
2018/4/25,"1,832,809",0,0,0,0,0,1,0,0
2018/4/26,"1,732,902",0,0,0,0,0,1,0,0
2018/4/27,"1,854,814",0,0,0,0,0,1,0,0
2018/4/28,"1,676,848",0,0,0,0,0,1,0,0
2018/4/29,"1,276,866",0,0,0,0,0,1,0,0
2018/4/30,"1,145,384",0,0,0,0,0,1,0,0
2018/5/1,"1,377,384",0,0,0,0,0,0,0,0
2018/5/2,"1,175,608",0,0,0,0,0,0,0,0
2018/5/3,"1,063,686",0,0,0,0,0,0,0,0
2018/5/4,"1,133,832",0,0,0,0,0,0,0,0
2018/5/5,"1,181,145",0,0,0,0,0,0,0,0
2018/5/6,"952,512",0,0,0,0,0,0,0,0
2018/5/7,"1,213,410",0,0,0,0,0,0,0,0
2018/5/8,"9,783,227",1,0,0,0,0,0,0,1
2018/5/9,"3,127,687",1,0,0,0,0,0,0,0
2018/5/10,"2,729,388",1,0,0,0,0,0,0,0
2018/5/11,"2,738,163",1,0,0,0,0,0,0,0
2018/5/12,"2,318,776",1,0,0,0,0,0,0,0
2018/5/13,"1,781,190",1,0,0,0,0,0,0,0
2018/5/14,"2,370,680",1,0,0,0,0,0,0,0
2018/5/15,"5,410,831",1,1,0,0,0,0,0,1
2018/5/16,"3,533,467",1,1,0,0,0,0,0,0
2018/5/17,"2,811,325",1,1,0,0,0,0,0,0
2018/5/18,"2,591,093",1,1,0,0,0,0,0,0
2018/5/19,"2,310,173",1,1,0,0,0,0,0,0
2018/5/20,"2,033,463",1,1,0,0,0,0,0,0
2018/5/21,"2,767,992",1,1,0,0,0,0,0,0
2018/5/22,"3,291,411",1,1,1,0,0,0,0,0
2018/5/23,"3,593,150",1,1,1,0,0,0,0,0
2018/5/24,"2,533,997",1,1,1,0,0,0,0,0
2018/5/25,"2,546,979",1,1,1,0,0,0,0,0
2018/5/26,"2,107,516",1,1,1,0,0,0,0,0
2018/5/27,"2,262,005",1,1,1,0,0,0,0,0
2018/5/28,"2,228,166",1,1,1,0,0,0,0,0
2018/5/29,"2,099,058",1,1,1,0,0,0,0,0
2018/5/30,"2,255,936",1,1,1,0,0,0,0,0
2018/5/31,"3,086,306",1,1,1,0,0,0,0,0
2018/6/1,"3,056,921",1,1,1,0,0,0,0,0
2018/6/2,"2,415,200",1,1,1,0,0,0,0,0
2018/6/3,"2,330,963",1,1,1,0,0,0,0,0
2018/6/4,"2,419,566",1,1,1,0,0,0,0,0
2018/6/5,"2,283,152",1,1,1,0,0,0,0,0
2018/6/6,"2,830,517",1,1,1,0,0,0,0,0
